category,usage,topic,meaning,sentence
이메일 및 기타문서,인사및소개,감사하기,빨리 답변해 주셔서 감사합니다.,1 appreciate your prompt reply.
이메일 및 기타문서,인사및소개,소개하기,먼저 간단히 제 소개를 하겠습니다.,Let me introduce myself briefly to start
이메일 및 기타문서,인사및소개,소개하기,GNH 회사는 1978에 설립되었습니다.,GNH was established in 1978.
이메일 및 기타문서,인사및소개,소개하기,우리 회사를 먼저 소개해 드리겠습니다.,Let me start off by in까ttroduc미in빙9 our cαoα)mpanηy
이메일 및 기타문서,인사및소개,소개하기,우리 회사를 먼저 소개해 드리겠습니다.,Let me exp미|뻐a히in what we do first.
이메일 및 기타문서,인사및소개,소개하기,먼저 저희의 신규 사업을 소개해 드리면서 시작하지요.,Let me start off by introducing our new business
이메일 및 기타문서,인사및소개,소개하기,저희의 업무에 대해 간단히 말씀드리지요.,"First of all, let me tell you briefly about what we do."
이메일 및 기타문서,인사및소개,소개하기,저는 계약을 담담하는 JP 최입니다.,I am JP Choi and I am responsible for making contracts.
이메일 및 기타문서,인사및소개,소개하기,저희 동료 김대한 씨에 대해 먼저 간Ð하거| 소개시켜 드리지요.,"First of all, let me tell you about our colleague, Kim Daehan briefly."
이메일 및 기타문서,인사및소개,소개하기,저에 대해서는 별다른 소개가 필요 없겠지요.,I am sure there is no need to introduce myself.
이메일 및 기타문서,인사및소개,소개하기,저를 기억하시기를 바랍니다.,I hope you remember me.
이메일 및 기타문서,인사및소개,소개하기,우선 서먹함을 깨기 위해 제 소개를 해 드리지요.,Why don't I introduce myself to break the ice?
이메일 및 기타문서,인사및소개,소개하기,총무부의 일을 담당하고 있는 김민정이라고 합니다.,My name is Minjeong Kim (who is) in charge of the General Affairs Department.
이메일 및 기타문서,인사및소개,소개하기,해외 영업을 담당하고 있는 케빈 리라고 합니다.,This is Kevin Lee responsible for overseas sales.
이메일 및 기타문서,인사및소개,소개하기,해외 섭외 담당 이미선입니다.,"I am Misun Lee, responsible for overseas contact."
이메일 및 기타문서,인사및소개,소개하기,재무팀 업무를 담당하고 있는 데이비드 신이라고 합니다.,"I am David Shin, working in the Financial Department."
이메일 및 기타문서,인사및소개,소개하기,우리는 한국의 IT 업계에서 떠오르는 유망 기업입니다.,We are the emerging player in the IT industry of Korea.
이메일 및 기타문서,인사및소개,소개하기,저는 시험 결과를 통보해 드릴 CPA 테스트 센터의 제리 홈스입니다.,I am Jerry Hobbs of CPA Testing Center informing you of the test result.
이메일 및 기타문서,인사및소개,소개하기,다음 주부터 김대리의 업무를 진행하게 됩니다.,I will be replacing Mr. Kim starting next week.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,지난주 총의에서 저에게 명함을 주셨었지요.,I am the one you gave your business card to at the convention last week.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,어제 전화로 얘기를 나눴던 관계자입니다.,I am the representative who talked with you on the phone yesterday.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,저는 김종민입니다. 지난달 위원회 회의에서 만났었지요.,This is Jongmin Kim. We met at the committee meeting last month.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,며칠 전 귀사의 제품 라인에 관해 전화 드렸던 사람입니다.,I am the one who called you a couple of days ago about your product line.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,배송 날짜 때문에 지난주에 전화 드렸던 사람입니다.,I am the one who called you last week about the delivery date.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,귀사의 서비스에 대해 며칠 전에 전화 드렸던 존 김입니다.,This is John Kim who gave you a call about your services a few days ago.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,귀사가 최근 도입한 신기술에 관해 한 시간 전에 통화했었습니다.,I talked to you on the phone an hour ago regarding the latest technology your company adopted
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,저희가 제공해 드릴 수 있는 신상품에 관해 어제 통화했었습니다.,I talked to you on the phone yesterday regarding the new products we can offer.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,BMC 사에 연락을 주셔서 감사합니다.,I would like to thank you for contacting BMC
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,저는 주디 장이고 동료를 대신하여 이메일을 쓰고 있습니다.,I am Judy Chang writing on behalf of my coworker.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,고려 상사의 박용진 씨로부터 귀하의 주소를 전해 받았습니다.,I was given your address by Yongjin Park of Korea Company.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,그를 통해 귀하에 관한 좋은 말씀을 많이 들었습니다.,He told me many good things about you.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,직접 만나 뵐 수 있어서 영광이었습니다.,It was a great pleasure to be able to meet with you in person.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,효율적인 회의였기를 바랍니다.,I hope the meeting was productive.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,지난 회의 이후 제안해 주셨던 점에 대해 고려해 보고 있습니다.,I have been thinking of your suggestions since the last meetlng.
이메일 및 기타문서,연락 목적 및 전달 내용,연락 계기,당신과 만나 뵙기를 고대해 왔습니다.,I have been looking forward to meeting with you.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,지난 회의의 보고서를 보내 드립니다.,I am sending the report from our last meeting.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,두 번째 회의의 시간과 장소를 확인하려고 이 이메일을 씁니다.,I am writing to check the time and place for our second meetlng.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,회의에서 논의된 제 결정을 확정하려고 합니다.,I am confirming my decision discussed in the meeting.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,귀사의 지불 사항을 재확인하려고 이 이메일을 씁니다.,We are writing to double-check your payment.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,저희의 최신 상품을 소개해 드리고자 연락드립니다.,I am contacting you because I'd like to introduce our latest products.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,귀사의 신제품에 대해 문의하려고 이메일을 보냅니다.,I am writing to inquire about your new product.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,회의를 확인하기 위해 이 이메일을 보냅니다.,I am writing this email to confirm our meeting.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,,I am writing this email to get confirmation about our πIeetlng.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,저는 대영 제조회사의 제리 김이며， 저희 신상품 런칭 행사에 초대하려고 이메일을 보내드립니다.,This is Jerry Kim of Daeyoung Manufacturing emailing you to invite you for our new product launch.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,저는 스와치 테크놀로지 회사의 제리 홍이며 저희의 신규 비즈니스 계획안을 알려 드리려고 이메일을 보냅니다.,This is Jerry Hong of Swatch Technologies emailing you to inform you of our new business roadmap.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,김 부E빔의 메시지를 전달해 드립니다.,I am forwarding Manager Kim’s message to you.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,이하는 부탁하셨던 내용입니다.,Here is what you have asked.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,최근에 I0월 I 일자로 보내신 이메일에 대해 답장을 드립니다.,I am responding to your recent email dated October I.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,귀사의 원저 소프트웨어 패키지 번호 244를 구입하고 싶습니다.,We are very interested in purchasing your Winsor Software Package No. 244.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,저희는 귀사의 디지털 뉴스 서비스에 매우 관심을 갖고 있습니다.,We are very interested in your digital news service.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 작성 목적,저희는 귀사의 교육 매뉴얼에 매우 관심을 갖고 있습니다.,We are very interested in your training manuals.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,귀하의 이메일에 감사드립니다.,Thank you for your email
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,소식 들으니 반갑습니다.,It’s good to hear from you.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,신속한 답장에 감사드립니다.,Thank you for your prompt reply.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,바쁘신 중에 메일 주셔서 감사합니다.,I appreciate you taking the time to write us.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,답장이 늦어서 죄송합니다.,I'm sorry I'm replying so late.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,이번 답변이 늦어진 데 대해 사과드립니다.,I apologize for the lateness of this reply.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,좀더 빨리 답장을 드리려고 했습니다.,I meant to reply sooner.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,근황을 알려 주셔서 감사합니다.,Thank you for the update.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,계속 연락 주셔서 감사합니다.,Thank you for keeping in touch.
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,앞으로 저희에게 연락하실 일이 있으면 이 이메일에 회신을 주세요.,"If you need to contact us in the future, simply reply to this email."
이메일 및 기타문서,연락 목적 및 전달 내용,이메일 답장 보내기,자세한 정보를 원하시면 이 이메일에 답장을 주시거나 I -800-339-8989로 전화 주세요.,"For more information, please reply to this email or call I-800-339-8989."
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,19일에 시간이 되세요?,Are you available on the I9th?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,다음 주 화요일에 회의할 시간이 되세요?,Will you be available for a meeting next Tuesday?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,편한 시간이 언제인지 알려 주세요.,Let me know when is convenient for you.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,편한 시간이 언제인지 알려 주세요.,Let me know when is good for you.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,언제 들르실 수 있는지 알려 주세요.,Let me know when you can drop by.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,저는내일이풍습니다.,Tomorrow is good with me.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,저는내일이풍습니다.,Tomorrow is fine with me.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,저는 월요일 괜찮습니다.,Monday is fine with me. ·
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,아무 때나 오세요.,You are welcome at any time.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,아무 때나 오세요.,Drop by at your convenience.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,아무 때나 오세요.,Please come any time you want.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,아무 때나 오세요.,Come any time you please.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,아무 때나 오세요.,How about tomorrow?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,한시간뒤에어때요?,How about an hour later?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,내일이나 이번 주 금요일 점심 이후가 괜찮습니다.,I am okay either tomorrow or this Friday after lunch.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,월요일 오전이나 화요일 저녁이 좋습니다.,I am all right either Monday morning or Tuesday evening.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,귀하께서 편하신 때로 회의 일정을 잡읍시다.,Let’s set up a meeting at your convenience. Part
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,귀하께 가장 펀한 날짜와 시간을 말씀해 주시겠습니까?,Would you like to tell us the most suitable date and time for you?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,언제가 가장 좋으신가요?,When is the most appropriate time for you?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 날짜 및 시간 정하기,이번 주 중에 만나는 것은 어떨까요?,Why don’t we meet up sometime this week?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,유감스럽게도 1월 4일에는 선약이 있습니다.,I'm afraid that I have a prior commitment on January 4th.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,2시는안되겠습니다.,Two o'clock is not good for me.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,미안하지만 약속을 지킬 수 없네요.,I'm afraid I won't be able to make it.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,오늘은곤란해요.,Today isn’t good.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,오늘은곤란해요.,Today is not convenient.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,미안하지만 조금 늦을 것 같아요.,I'm afraid I will be late a bit.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,오늘은 잠시도 자리를 비울 수 없군요.,I’m afraid I have to stick to my desk today.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,시간을 바꿀 수 있을까요?,Could we change the time?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,죄송하지만， 그 주에는 제가 일이 있습니다.,"I’m sorry, but I'II be occupied that week."
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,여기와 거기 시차가 어떻게 되죠?,What is the time difference between here and there?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,귀사의 근무 시간 중으로 호}상회의를 잡겠습니다.,I will plan the video teleconference during your business hours.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,회의 스케줄을 다시 잡을 수 있을까요?,Can we reschedule our meeting?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,우리 사업 계획 스케줄을 다시 잡을 수 있을까요?,Can we reschedule our business plan?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,약속을 다른 시간으로 다시 잡을 수 있을까요? 오전 II 시 대신에 I0시라든가요.,"Can we rearrange our appointment again at a different time, say at I0:00 a.m. instead of II :00 a.m.?"
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,우리 회의를 연기할 수 있을까요?,Is it possible to postpone our meeting?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,회의 일정을 변경할 수 있을까요?,Is it possible to readjust the conference schedule?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,수원 공장 견학을 연기하는 것이 어떻습니까?,How about putting off the tour through the Suwon plant?
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,만약 스케줄을 바꾸고 싶으시다면， 제가 조정해 볼 테니 알려 주십시오.,"If you'd like to change the schedule, please let me know to adjust it"
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,회의가 I0월 3일에서 I 일로 이틀 앞당겨졌습니다.,The conference was advanced by two days from October 3rd to October Ist.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,저희의 일정은 조정 가능합니다.,Our schedules are flexible.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,,Our schedules are subject to change
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,그런데 말이죠， 행사가 6월에서 7월로 연기되었어요.,"By the way, the event is postponed to July from June."
이메일 및 기타문서,연락 목적 및 전달 내용,약속 조율 및 변경,참고로요， 워크샵은 6월에서 7월로 일정이 다시 잡혔습니다.,"Just so that you know, the workshop has been rescheduled to July from June"
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,발표 전에 우리는 만날 필요가 있습니다.,We need to get together before we give our presentation.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,이 프로젝트가 끝나면 만나 뵙고 싶습니다.,I would like to meet with you after this project is over.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,다음 주에는 다른 프로젝트로 바쁠 것 같아 이번 주에 회의를 하고 싶습니다.,"We will be busy with another project next week, so I would like to have a meeting with you this week."
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,지|가 다음 주에 한국을 떠나기 때문에 이번 주 중에 회의를 하는 것이 좋겠습니다.,"I am leaving Korea next week, so we may as well have a meeting sometime this week."
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,제 일정에 맞추어 주셔도 괜찮으시겠어요?,Would you mind accommodating my schedule?
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,내일 당신 사무실에 들를 시간이 날 것 같아요.,I think I can find the time to visit your office tomorrow.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,그쪽 편하신 시간에 업무를 겸한 접심 CL딱을 잡도록 하죠.,Let's set up a business lunch at your convenience.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,그쪽이 편하신 때로 전화 회담을 잡도록 하죠.,Let’s set up a conference call at your convenience.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,형편이 닿으시는 대로 (빨리) 회의를 잡고 싶습니다.,We would like to fix a meeting at your earliest convenience.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,형편이 닿으시는 대로 최대한 빨리 예비 회의 일정을 잡고 싶습니다.,We would like to hold a preliminary conference at your earliest convenience
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,그때 뵙기를 고대합니다.,We look forward to seeing you then.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,당신을 만날 수 있다는 것을 영광으로 생각합니다.,I'm honored to be able to meet with you.
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,가능하시다면 한국을 방문하셔서 저희와 만나 뵙기를 바랍니다. 그때 뵙기를 고대합니다.,"If possible, we’d like you to visit Korea and meet with us. We look forward to seeing you then ."
이메일 및 기타문서,연락 목적 및 전달 내용,만남 제안,당신과 직접 만나서 우리 프로젝트에 대해 얘기를 나누고 싶습니다.,!’d like to see you in person to talk about our project.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,저희에게 맞는 시간과 장소를 정하고 싶습니다.,I would like to set up a time and a place suitable for us.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,저희 사무실에 대부분의 데이터와 자료가 있으니 여기서 회의하면 좋겠습니다.,"As we have most of the data and materials in our office, it would be great to have a meeting here."
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,강남역 근처 커피숍에서 만나 뵈면 좋겠습니다.,It would be great to have a meeting at a coffee shop near Gangnam Station. 
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,이쪽에 오시면 연락 주세요.,Let me know when you're in town.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,,"If you are coming this way, let me know."
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,언제든 방문을 환영합니다.,You're welcome to visit me anytime
이메일 및 기타문서,연락 목적 및 전달 내용,약속 장소 정하기,오실 수 있으면 좋겠군요.,I hope you can make it.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,당신의 도착 예정 시간 미리 알고 싶습니다.,I would like to be informed of your scheduled arrival time beforehand.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,예정일을 미리 알려 주십시오.,Please advise us of the due date ahead of time
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,한 달 전에 스케줄에 대해 말씀해 주시면 정말 감사하겠습니다.,I would greatly appreciate it if you could let me know the schedule a month ahead
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,출국일10일 전까지 스케줄에 표}해 말해 주십시오.,I would like to be told about the schedule I0 days prior to the departure date.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,역으로 마중 나가겠습니다.,I will be waiting for you at the station.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,제가 정문으로 마중 나갈게요.,Let me pick you up at the gate.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,도착 구역 내 스크린 도어 앞에서 기다리고 있겠습니다.,I will be waiting for you at the screen door in the arrival area.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,저희가 공항에 귀사의 부장님을 맞이하러 나가겠습니다.,We’ II come out to greet your manager at the airport.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,연회장에서 귀사의 직원들을 환영하러 가겠습니다.,We’ II come out to greet your employees at the reception.
이메일 및 기타문서,연락 목적 및 전달 내용,약속 확인,공힘으로 마중 나가도록 차를 마련해 놓겠습니다.,I will arrange for a car to meet you at the airport.
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,제 사무실 리모델링의 대략 견적을 알려 주시겠습니까?,Would you please give me a rough estimate on redecorating my office? 
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,최신 지방흡입시술의 견적을 알려 주시겠습니까?,Would you please let me know an estimate for the latest liposuction operation? 
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,한번 저희 사무실에 들르셔서 상당과 견적을 받아 보시겠습니까?,Why don't you drop by our office for a consultation and an estimate?
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,그것을 하루 빌리는 데에 대한 대략의 비용 견적을 주시겠습니까?,Can you give me a rough cost estimate for renting it for a day?
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,신상품의 가격 견적을 알려 주시겠습니까?,Can you give me some cost estimates on your latest products?
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,귀사의 서비스에 제가 대략 얼마를 지불해야 할지 궁금합니다.,I was wondering how much your service would cost roughly
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,CR-V가 대략 얼마가 될지 궁금합니다.,I was wondering how much a CR-V would cost roughly.
이메일 및 기타문서,연락 목적 및 전달 내용,견적 문의,모델 444 데스크탑 컴퓨터 I00대의 최저가 견적을 즉시 보내 주세요.,Please send us by return your lowest quotation for I00 sets of your desk-top computer model 444.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,구매하기 전에 먼저 샘플을 받아 보고 싶습니다.,I would like to try some samples first before I make a purchase.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,패턴 샘플 한 벌이 별도의 배송편으로 발송되었습니다.,A full range of pattern samples has been dispatched to you by separate post
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,귀사의 이전 상품 종류의 목록을 받아 보고 싶습니다.,I would like to have a list of your previous product range.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,설명서를 보여 주시면 감사하겠습니다.,I would be grateful if you could show the manual to me.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,카탈로그의 복사본을 제게 팩스로 보내 주시면 감사하겠습니다.,I would appreciate it if you could fax a copy of the catalog to me.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,귀사의 품질 보증 서비스 기간 연장 관심이 있습니다.,I'm interested in your extended warranty service.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,요청에 따라 정보를 보내 드렸습니다.,"In accordance with your request, we have sent you the information."
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,저희 웹사이트의 ‘자주 묻는 질문’ 뇨떨 확인해 주시겠습니까?,Could you check the FAQ section on our website?
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,귀사의 환불 정책에 대해 문의하고 싶습니다.,I'd like to inquire about your refund policy.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,본 정보는 저희 웹사이트에서도 보실 수 있습니다.,This information is also available on our website.
이메일 및 기타문서,연락 목적 및 전달 내용,샘플 및 자료 요청,웹사이트에서 제 물품 조회를 할 수 있는지 궁금합니다.,I was wondering if I could track my package online.
